,Unnamed: 0,User ID,Name,Rank,Elo,Tier,Avatar,vstar,ended_time,axie_1,Axie 1 Class,Axie 1 Eyes Part ID,Axie 1 Ears Part ID,Axie 1 Horn Part ID,Axie 1 Back Part ID,Axie 1 Mouth Part ID,Axie 1 Tail Part ID,axie_2,Axie 2 Class,Axie 2 Eyes Part ID,Axie 2 Ears Part ID,Axie 2 Horn Part ID,Axie 2 Back Part ID,Axie 2 Mouth Part ID,Axie 2 Tail Part ID,axie_3,Axie 3 Class,Axie 3 Eyes Part ID,Axie 3 Ears Part ID,Axie 3 Horn Part ID,Axie 3 Back Part ID,Axie 3 Mouth Part ID,Axie 3 Tail Part ID,axie_1_rune,axie_2_rune,axie_3_rune,axie_1_eyes_charm,axie_1_mouth_charm,axie_1_ears_charm,axie_1_horn_charm,axie_1_back_charm,axie_1_tail_charm,axie_2_eyes_charm,axie_2_mouth_charm,axie_2_ears_charm,axie_2_horn_charm,axie_2_back_charm,axie_2_tail_charm,axie_3_eyes_charm,axie_3_mouth_charm,axie_3_ears_charm,axie_3_horn_charm,axie_3_back_charm,axie_3_tail_charm,Comp
20,20,1ec9eb6f-5039-687d-a60c-89a79f5936a1,METAT8 | FloncH,21,Tiger,3,buba_joker;gold_s3,1300,2023-07-27 03:40:38,11795432,dawn,Tricky,Lotus,Leaf Bug,Mint,Pincer,Carrot,11669991,mech,Papi,Hollow,Scaly Spoon,Mint,Pincer,Pupae,11801257,plant,Mavis,Innocent Lamb,Leaf Bug,Shiitake,Silence Whisper,Carrot,rune_neutral_1010_s5,rune_mech_2011_s5_nft,rune_plant_2011_s5_nft,ecard_neutral_2014_s5_nft,ecard_bug_2011_s5_nft,ecard_neutral_1004,ecard_bug_2013_s5_nft,ecard_neutral_2013_s5_nft,ecard_neutral_2018_s5_nft,ecard_plant_2012_s5_nft,ecard_bug_2011_s5_nft,ecard_neutral_1010_s5,ecard_reptile_2012_s5_nft,ecard_neutral_2017_s5_nft,ecard_bug_2013_s5_nft,ecard_neutral_2010_s5_nft,ecard_plant_2011_s5_nft,ecard_neutral_2010_s5_nft,ecard_bug_2011_s5_nft,ecard_plant_2011_s5_nft,ecard_plant_2011_s5_nft,Carrot
21,21,1ec9eb77-5b91-6396-a60c-237bdbb91454,Javi-N&M- |@TopGamer|,22,Tiger,3,patrick23_beer;bronze_s4,1300,2023-07-27 03:42:03,11795591,reptile,Gecko,Small Frill,Watermelon,Green Thorns,Tiny Turtle,Potato Leaf,7,aquatic,Sleepless,Nut Cracker,Trump,Snail Shell,Lam,Fire Ant,11792078,reptile,Gecko,Small Frill,Watermelon,Green Thorns,Tiny Turtle,Potato Leaf,rune_reptile_2011_s5_nondec,rune_reptile_venoki_1,rune_reptile_2010_s5_nft,ecard_neutral_1010_s5,ecard_neutral_1001,ecard_neutral_1001,ecard_plant_2011_s5_nft,ecard_reptile_2011_s5_nft,ecard_plant_2011_s5_nft,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1001,ecard_plant_2012_s5_nft,ecard_neutral_2013_s5_nft,,ecard_reptile_2013_s5_nft,ecard_reptile_venoki_1,ecard_neutral_2018_s5_nft,ecard_reptile_venoki_1,ecard_neutral_1013_s5,Poison
22,22,1ec9eb6f-45c0-658e-a60c-67ea302bb316,Stark | SURA | GG,23,Tiger,3,lion_dance_lunar23;bandila_celebration,1300,2023-07-26 22:57:20,3738406,reptile,Papi,Friezard,Rose Bud,Green Thorns,Tiny Turtle,Iguana,7,aquatic,Sleepless,Nut Cracker,Trump,Snail Shell,Lam,Fire Ant,11667907,reptile,Gecko,Small Frill,Oranda,Green Thorns,Tiny Turtle,Cattail,rune_reptile_2011_s5_nft,rune_reptile_venoki_1,rune_reptile_2011_s5_nft,ecard_plant_2012_s5_nft,ecard_neutral_2018_s5_nft,ecard_neutral_2014_s5_nft,ecard_plant_2012_s5_nft,ecard_reptile_2011_s5_nft,ecard_reptile_2013_s5_nft,ecard_neutral_1001,ecard_neutral_1001,ecard_reptile_2011_s5_nft,ecard_neutral_2019_s5_nondec,ecard_plant_2012_s5_nft,ecard_bug_2011_s5_nft,ecard_neutral_1001,ecard_reptile_2011_s5_nft,ecard_reptile_venoki_1,ecard_neutral_1001,ecard_reptile_venoki_1,ecard_plant_2012_s5_nft,Poison
23,23,1ec9eb6f-5170-6171-a60c-4107ca281733,CellFish / Niko X Zophia ,24,Tiger,3,s4_top1k;silver_s4,1300,2023-07-27 01:35:44,7,aquatic,Sleepless,Nut Cracker,Trump,Snail Shell,Lam,Fire Ant,11689522,dusk,Papi,Small Frill,Scaly Spoon,Green Thorns,Tiny Turtle,Gila,11727416,reptile,Gecko,Small Frill,Leaf Bug,Green Thorns,Tiny Turtle,Cottontail,rune_reptile_2011_s5_nft,rune_neutral_1010_s5,rune_reptile_venoki_1,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1001,ecard_reptile_2011_s5_nft,ecard_plant_2011_s5_nft,ecard_neutral_1001,ecard_plant_2012_s5_nft,ecard_neutral_1002,ecard_neutral_1005,ecard_reptile_2012_s5_nft,ecard_reptile_venoki_1,ecard_reptile_2013_s5_nft,ecard_neutral_1001,ecard_neutral_1002,ecard_neutral_1005,ecard_neutral_1004,ecard_reptile_venoki_1,ecard_neutral_1005,Poison
24,24,1ec9eb7e-68a5-67ca-a60c-364efb4ab04f,Elvis|Marino443,25,Tiger,3,s4_top20k;bandila_celebration,1290,2023-07-27 03:41:45,11593701,plant,Neo,Leafy,Bamboo Shoot,Pumpkin,Serious,Hatsune,11791048,reptile,Neo,Leafy,Bamboo Shoot,Buzz Buzz,Goda,Cottontail,11786858,beast,Neo,Leafy,Bamboo Shoot,Buzz Buzz,Axie Kiss,Shrimp,rune_plant_2010_s5_nft,rune_neutral_2010_s5_nondec,rune_neutral_offensive_1,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1001,ecard_plant_2013_s5_nft,ecard_plant_2011_s5_nft,ecard_neutral_1001,ecard_bug_2013_s5_nft,ecard_neutral_1001,ecard_plant_2011_s5_nft,ecard_plant_2011_s5_nft,ecard_neutral_1001,ecard_neutral_2014_s5_nft,ecard_bug_2013_s5_nft,ecard_beast_2011_s5_nft,ecard_plant_2011_s5_nft,ecard_plant_2011_s5_nft,ecard_neutral_1001,ecard_neutral_2011_s5_nft,Leafy
25,25,1ecc69d3-2c75-671a-82e7-0de5175b9c19,DAVI,26,Tiger,3,shy;fluffy_hooves,1290,2023-07-27 03:22:13,11797974,plant,Gecko,Small Frill,Watermelon,Green Thorns,Tiny Turtle,Potato Leaf,11790264,reptile,Gecko,Small Frill,Watermelon,Green Thorns,Tiny Turtle,Cottontail,7,aquatic,Sleepless,Nut Cracker,Trump,Snail Shell,Lam,Fire Ant,rune_plant_olek_1,rune_reptile_venoki_1,rune_reptile_2011_s5_nft,ecard_neutral_1001,ecard_neutral_1010_s5,ecard_neutral_1001,ecard_plant_2011_s5_nft,ecard_neutral_1001,ecard_plant_olek_1,ecard_neutral_1001,ecard_reptile_2013_s5_nft,ecard_reptile_venoki_1,ecard_plant_2011_s5_nft,ecard_reptile_venoki_1,ecard_neutral_1001,ecard_neutral_2010_s5_nft,ecard_reptile_2011_s5_nft,ecard_neutral_1001,ecard_reptile_2011_s5_nft,ecard_plant_2011_s5_nft,ecard_neutral_2017_s5_nft,Poison
26,26,1ec9eb73-7eaa-640a-a60c-19e30ba1ac5c,Jlopera,27,Tiger,3,good_boy;bronze_s1,1290,2023-07-27 03:42:57,11732184,beast,Little Peas,Innocent Lamb,Bamboo Shoot,Hero,Axie Kiss,Cottontail,11747257,aquatic,Little Owl,Owl,Feather Spear,Tri Feather,Little Owl,Feather Fan,11793111,plant,Papi,Lotus,Bamboo Shoot,Pumpkin,Silence Whisper,Cattail,rune_neutral_utility_1,rune_aquatic_puffy_1,rune_plant_2010_s5_nondec,ecard_beast_2011_s5_nft,ecard_beast_2011_s5_nft,ecard_beast_tripp_1,ecard_neutral_2020_s5_nft,ecard_beast_2011_s5_nft,ecard_neutral_2020_s5_nft,ecard_bird_2012_s5_nft,ecard_bird_momo_1,ecard_bird_momo_1,ecard_neutral_1010_s5,ecard_neutral_2010_s5_nft,ecard_bird_2012_s5_nft,ecard_neutral_1005,ecard_neutral_2014_s5_nondec,ecard_plant_2011_s5_nft,ecard_neutral_2011_s5_nft,ecard_plant_2013_s5_nft,ecard_plant_2012_s5_nft,Machine Gun Owl
27,27,1edfce82-5901-6ef1-bad8-270ac2d0291f,Ganera,28,Tiger,3,0;silver_s4,1280,2023-07-26 22:48:18,11796612,plant,Blossom,Leafy,Bamboo Shoot,Garish Worm,Serious,Shrimp,11791227,mech,Clear,Leafy,Bamboo Shoot,Risky Beast,Axie Kiss,Cottontail,11807779,beast,Chubby,Leafy,Bamboo Shoot,Hero,Axie Kiss,Tiny Dino,rune_plant_olek_1,rune_mech_2010_s5_nft,rune_neutral_2010_s5_nft,ecard_plant_2011_s5_nft,ecard_plant_2013_s5_nft,ecard_plant_2013_s5_nft,ecard_plant_2011_s5_nft,ecard_bug_2012_s5_nft,ecard_aquatic_2011_s5_nft,ecard_neutral_1001,ecard_beast_2011_s5_nft,ecard_neutral_1003,ecard_neutral_1002,ecard_beast_2013_s5_nft,ecard_neutral_1001,ecard_neutral_2015_s5_nondec,ecard_beast_2011_s5_nft,ecard_neutral_1003,ecard_neutral_1002,ecard_beast_2011_s5_nft,ecard_neutral_1002,Leafy
28,28,1ecda672-7ddd-6991-8179-49518582467f,allenhanma |Marino443,29,Tiger,3,s3_top20k;0,1280,2023-07-27 03:41:45,11796376,reptile,Blossom,Leafy,Bamboo Shoot,Tri Spikes,Kotaro,Cottontail,11792147,reptile,Gecko,Leafy,Scaly Spear,Tri Spikes,Tiny Turtle,Cattail,11792596,aquatic,Kotaro?,Leafy,Bamboo Shoot,Garish Worm,Square Teeth,Shrimp,rune_reptile_2010_s5_nft,rune_neutral_offensive_1,rune_aquatic_2010_s5_nft,ecard_plant_2011_s5_nft,ecard_reptile_2013_s5_nft,,ecard_plant_ena_1,ecard_reptile_2013_s5_nft,ecard_neutral_2020_s5_nft,ecard_reptile_2011_s5_nft,ecard_reptile_2011_s5_nft,ecard_neutral_2012_s5_nft,ecard_neutral_2010_s5_nft,ecard_reptile_2013_s5_nft,ecard_plant_olek_1,ecard_bug_2012_s5_nft,ecard_bug_2013_s5_nft,ecard_neutral_2012_s5_nft,ecard_plant_ena_1,ecard_bug_2012_s5_nft,ecard_aquatic_puffy_1,Leafy
29,29,1ec9eb7e-247a-6a56-a60c-ba47b4d6dfda,Argus | GCPH,30,Tiger,3,filipino_flag;bandila_celebration,1280,2023-07-27 03:40:37,11805088,plant,Little Peas,Leafy,Bamboo Shoot,Buzz Buzz,Confident,Shrimp,11799831,beast,Little Peas,Leafy,Bamboo Shoot,Ronin,Confident,Cottontail,11805022,plant,Little Peas,Leafy,Bamboo Shoot,Hero,Confident,Shrimp,rune_plant_olek_1,rune_neutral_offensive_1,rune_neutral_1011_s5,ecard_neutral_1001,ecard_neutral_2010_s5_nft,ecard_plant_2011_s5_nft,ecard_plant_2011_s5_nft,ecard_neutral_1010_s5,ecard_aquatic_2011_s5_nft,ecard_beast_buba_1,ecard_beast_tripp_1,ecard_neutral_1003,ecard_neutral_1002,ecard_beast_2011_s5_nft,ecard_neutral_1005,ecard_beast_buba_1,ecard_neutral_1005,ecard_neutral_1003,ecard_plant_ena_1,ecard_neutral_1002,ecard_neutral_2018_s5_nft,Leafy
30,30,1ec9eb7e-3244-6866-a60c-f82750afc632,Art | TRIBE | Y!,31,Tiger,3,s4_top20k;bandila_celebration,1280,2023-07-27 03:40:39,11782048,plant,Blossom,Leafy,Bamboo Shoot,Garish Worm,Square Teeth,Shrimp,11802581,bug,Papi,Leafy,Bamboo Shoot,Hero,Confident,Cottontail,11798551,beast,Little Peas,Leafy,Bamboo Shoot,Ronin,Serious,Shrimp,rune_plant_olek_1,rune_bug_2011_s5_nft,rune_neutral_offensive_1,ecard_plant_2011_s5_nft,ecard_neutral_2019_s5_nft,ecard_neutral_1001,ecard_neutral_1011_s5,ecard_bug_2013_s5_nft,ecard_neutral_1002,ecard_plant_olek_1,ecard_neutral_2020_s5_nft,ecard_neutral_1010_s5,ecard_neutral_1002,ecard_neutral_1011_s5,ecard_neutral_1001,ecard_beast_buba_1,ecard_neutral_1001,ecard_plant_2011_s5_nft,ecard_plant_ena_1,ecard_neutral_1002,ecard_neutral_2018_s5_nft,Leafy
31,31,1ec9eb6f-42b2-6af5-a60c-7d68261ba837,Ching,32,Tiger,3,good_boy;fluffy_hooves,1280,2023-07-27 03:40:38,11796605,plant,Kotaro?,Leafy,Bamboo Shoot,Garish Worm,Risky Fish,Shrimp,11792775,mech,Nerdy,Leafy,Bamboo Shoot,Hero,Lam,Cottontail,11789170,beast,Little Peas,Leafy,Bamboo Shoot,Ronin,Confident,Shrimp,rune_plant_2010_s5_nft,rune_mech_2011_s5_nondec,rune_neutral_offensive_1,ecard_bug_2012_s5_nft,ecard_aquatic_2011_s5_nft,ecard_neutral_1003,ecard_neutral_1001,ecard_bug_2012_s5_nft,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1002,ecard_neutral_1003,ecard_plant_2011_s5_nft,,ecard_neutral_2014_s5_nft,ecard_neutral_1002,ecard_neutral_1014_s5,ecard_neutral_1003,ecard_neutral_1002,ecard_beast_2011_s5_nft,ecard_aquatic_2011_s5_nft,Leafy
32,32,1ec9eb7e-599b-6d71-a60c-0578e6a367f0,IM4W | YGG | Xands G!,33,Tiger,3,filipino_flag;bandila_celebration,1280,2023-07-26 22:09:51,11797005,plant,Topaz,Innocent Lamb,Bumpy,Timber,Square Teeth,Nimo,11761946,aquatic,Topaz,Innocent Lamb,Babylonia,Goldfish,Piranha,Nimo,11738980,aquatic,Topaz,Innocent Lamb,Babylonia,Goldfish,Piranha,Nimo,rune_plant_olek_1,rune_aquatic_2010_s5_nft,rune_neutral_2010_s5_nft,ecard_reptile_2011_s5_nft,ecard_neutral_1001,ecard_neutral_1010_s5,ecard_reptile_2011_s5_nft,ecard_neutral_1010_s5,ecard_neutral_1001,ecard_neutral_2011_s5_nft,ecard_aquatic_2011_s5_nft,ecard_neutral_1001,ecard_aquatic_2011_s5_nft,ecard_aquatic_puffy_1,ecard_aquatic_2013_s5_nft,ecard_neutral_1010_s5,ecard_aquatic_puffy_1,ecard_neutral_1001,ecard_neutral_1010_s5,ecard_neutral_1001,ecard_neutral_1001,Topaz
33,33,1ec9eb6f-7507-6f36-a60c-83178ebe4e1d,Ghaniz | Atchivat ,34,Tiger,3,easter_momo;patrick23,1280,2023-07-26 22:41:35,11759322,plant,Papi,Leafy,Bamboo Shoot,Buzz Buzz,Kotaro,Shrimp,11798602,plant,Little Peas,Leafy,Bamboo Shoot,Buzz Buzz,Axie Kiss,Cottontail,11804941,beast,Little Peas,Leafy,Bamboo Shoot,Buzz Buzz,Axie Kiss,Shrimp,rune_plant_2010_s5_nft,rune_neutral_1011_s5,rune_beast_2011_s5_nft,ecard_neutral_1001,ecard_neutral_1001,ecard_plant_2011_s5_nft,ecard_plant_2011_s5_nft,ecard_neutral_1003,ecard_neutral_1002,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1012_s5,ecard_neutral_1002,ecard_neutral_1001,ecard_neutral_1005,ecard_neutral_1002,ecard_beast_buba_1,ecard_neutral_1012_s5,ecard_plant_2013_s5_nft,ecard_neutral_1012_s5,ecard_aquatic_2011_s5_nft,Leafy
34,34,1ec9eb6f-4a01-622d-a60c-aaef4fe0e7ca,Super Tsuna,35,Tiger,3,tournament_atia;silver_s1,1270,2023-07-27 03:40:39,11786867,plant,Gero,Leafy,Bamboo Shoot,Buzz Buzz,Axie Kiss,Shrimp,11798967,aquatic,Nerdy,Leafy,Bamboo Shoot,Garish Worm,Kotaro,Cottontail,11793165,beast,Blossom,Leafy,Bamboo Shoot,Buzz Buzz,Serious,Shrimp,rune_plant_olek_1,rune_neutral_2010_s5_nft,rune_beast_2010_s5_nft,ecard_neutral_1002,ecard_beast_2011_s5_nft,ecard_plant_2011_s5_nft,ecard_plant_2011_s5_nft,ecard_neutral_1003,ecard_aquatic_2013_s5_nft,ecard_bug_2013_s5_nft,ecard_reptile_2011_s5_nft,ecard_neutral_1003,ecard_plant_ena_1,ecard_bug_2012_s5_nft,ecard_neutral_2017_s5_nft,ecard_plant_2011_s5_nft,ecard_neutral_1011_s5,ecard_neutral_2012_s5_nft,ecard_plant_ena_1,ecard_neutral_1003,ecard_aquatic_2011_s5_nft,Leafy
35,35,1ec9eb6f-5254-6cc7-a60c-0d9f0cb43f21,METAT8 | Gaid,36,Tiger,3,8;silver_s3,1270,2023-07-27 02:08:51,11509572,aquatic,Sleepless,Inkling,Babylonia,Goldfish,Piranha,Nimo,11644632,bug,Neo,Innocent Lamb,Cactus,Hero,Confident,Cottontail,6413999,aquatic,Gero,Inkling,Babylonia,Goldfish,Piranha,Koi,rune_aquatic_2010_s5_nft,rune_neutral_2010_s5,rune_aquatic_2010_s5_nft,ecard_neutral_1002,ecard_neutral_1011_s5,ecard_neutral_1002,ecard_neutral_1002,ecard_neutral_1001,ecard_aquatic_2013_s5_nft,ecard_neutral_1001,ecard_beast_tripp_1,ecard_beast_tripp_1,ecard_neutral_1010_s5,ecard_neutral_1001,ecard_neutral_1010_s5,ecard_neutral_1002,ecard_aquatic_2011_s5_nft,ecard_neutral_1002,ecard_aquatic_2013_s5_nft,ecard_neutral_1002,ecard_neutral_1002,Jinx
36,36,1ec9eb6f-652b-6640-a60c-50bc845b1b07,luizhbe | Potato Squad | BR,37,Tiger,3,s4_top1k;silver_s4,1270,2023-07-27 03:41:59,11722602,reptile,Gecko,Small Frill,Scaly Spoon,Green Thorns,Tiny Turtle,Snake Jar,11602572,reptile,Papi,Small Frill,Oranda,Green Thorns,Silence Whisper,Yam,11706137,reptile,Gecko,Small Frill,Watermelon,Green Thorns,Tiny Turtle,Potato Leaf,rune_reptile_2011_s5_nft,rune_reptile_venoki_1,rune_reptile_2011_s5_nft,ecard_neutral_1001,ecard_reptile_2013_s5_nft,ecard_neutral_1005,ecard_neutral_1001,ecard_neutral_1005,ecard_neutral_1001,ecard_neutral_1005,ecard_plant_2011_s5_nft,ecard_neutral_2014_s5_nft,ecard_neutral_2018_s5_nft,ecard_neutral_2017_s5_nondec,ecard_plant_2011_s5_nft,ecard_neutral_1001,ecard_reptile_2013_s5_nft,ecard_reptile_venoki_1,ecard_neutral_1010_s5,ecard_reptile_venoki_1,ecard_neutral_1001,Poison
37,37,1ec9eb7a-f386-6d59-a60c-6c6c1f515a81,Tia Paola,38,Tiger,3,ena;silver_s3,1270,2023-07-27 03:41:06,11789058,aquatic,Gecko,Leafy,Bamboo Shoot,Furball,Serious,Potato Leaf,11786995,reptile,Neo,Leafy,Bamboo Shoot,Scarab,Tiny Turtle,Shrimp,11789780,beast,Cucumber Slice,Leafy,Bamboo Shoot,Risky Beast,Herbivore,Cottontail,rune_aquatic_2010_s5_nft,rune_neutral_2010_s5_nondec,rune_beast_2010_s5_nft,ecard_reptile_2011_s5_nft,ecard_plant_2011_s5_nft,ecard_neutral_1003,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1001,ecard_bug_2013_s5_nft,ecard_neutral_2018_s5_nft,ecard_neutral_1003,ecard_plant_ena_1,ecard_neutral_2018_s5_nft,ecard_aquatic_2011_s5_nft,ecard_neutral_2014_s5_nft,ecard_neutral_2018_s5_nondec,ecard_neutral_2012_s5_nft,ecard_plant_ena_1,ecard_beast_2011_s5_nft,ecard_beast_tripp_1,Leafy
38,38,1ec9eb7e-5f45-6b24-a60c-805553ae3d19,chambilog_01,39,Tiger,3,s2_top1k;bandila_celebration,1270,2023-07-27 03:43:28,11773488,bug,Nerdy,Lotus,Bamboo Shoot,Goldfish,Square Teeth,Ant,11789402,beast,Little Peas,Leafy,Bamboo Shoot,Goldfish,Goda,Cottontail,11755770,aquatic,Little Peas,Leafy,Bamboo Shoot,Goldfish,Risky Fish,Ranchu,rune_bug_2011_s5_nft,rune_beast_2011_s5_nft,rune_neutral_1011_s5,ecard_bug_2013_s5_nft,ecard_bug_2013_s5_nft,ecard_plant_2011_s5_nft,ecard_plant_2011_s5_nft,ecard_aquatic_2011_s5_nft,ecard_bug_2013_s5_nft,ecard_neutral_1011_s5,ecard_neutral_1011_s5,ecard_neutral_1003,ecard_plant_ena_1,ecard_aquatic_2011_s5_nft,ecard_neutral_2017_s5_nft,ecard_beast_2011_s5_nft,ecard_aquatic_2011_s5_nft,ecard_neutral_1003,ecard_plant_ena_1,ecard_aquatic_2011_s5_nft,ecard_aquatic_2012_s5_nft,Leafy
39,39,1ecef738-05e3-6815-9ea4-32ab1e23f072,Krunch | Marino443 | G!,40,Tiger,3,s4_top1k;bronze_s1,1270,2023-07-26 21:45:00,11799694,plant,Confused,Leafy,Bamboo Shoot,Buzz Buzz,Silence Whisper,Cattail,11798320,plant,Blossom,Leafy,Bamboo Shoot,Hero,Confident,Cottontail,11780820,beast,Puppy,Leafy,Bamboo Shoot,Blue Moon,Piranha,Shrimp,rune_plant_2010_s5_nft,rune_neutral_offensive_1,rune_beast_2010_s5_nft,ecard_plant_2012_s5_nft,ecard_plant_2011_s5_nft,ecard_neutral_1003,ecard_plant_2013_s5_nft,ecard_neutral_1010_s5,ecard_plant_2011_s5_nft,ecard_neutral_1001,ecard_neutral_1005,ecard_neutral_1003,ecard_neutral_1002,ecard_beast_2011_s5_nft,ecard_neutral_1001,ecard_neutral_1014_s5,ecard_aquatic_2013_s5_nft,ecard_neutral_1012_s5,ecard_neutral_1011_s5,ecard_aquatic_2011_s5_nft,ecard_aquatic_2011_s5_nft,Leafy
40,40,1ec9eb7b-475d-6c6f-a60c-4484da7f6129,GUARDERIA POKEMON | HURU ,41,Tiger,3,s3_top20k;gold_01_s4,1270,2023-07-26 22:38:57,11669134,aquatic,Clear,Larva,Antenna,Goldfish,Tiny Turtle,Nimo,11793364,plant,Tricky,Innocent Lamb,Scaly Spoon,Indian Star,Silence Whisper,Twin Tail,11674198,mech,Neo,Tassels,Antenna,Pumpkin,Mosquito,Ant,rune_neutral_1010_s5,rune_plant_2010_s5_nft,rune_neutral_defensive_1,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1001,ecard_aquatic_2013_s5_nft,ecard_neutral_1001,ecard_reptile_2011_s5_nft,ecard_plant_0001,ecard_neutral_1001,ecard_reptile_2011_s5_nft,ecard_reptile_2011_s5_nft,ecard_neutral_2017_s5_nft,ecard_neutral_1001,ecard_neutral_2018_s5_nft,ecard_neutral_1001,ecard_bug_2013_s5_nft,ecard_plant_2011_s5_nft,ecard_neutral_2020_s5_nft,Sustain
41,41,1ec9eb77-5465-6083-a60c-e4daebb436f5,AzorAhai | NubClan,42,Tiger,3,,1270,2023-07-27 03:42:29,11606009,plant,Confused,Leafy,Bamboo Shoot,Scarab,Serious,Ranchu,11785860,beast,Chubby,Leafy,Bamboo Shoot,Garish Worm,Lam,Cottontail,11802690,dawn,Blossom,Leafy,Bamboo Shoot,Garish Worm,Square Teeth,Ranchu,rune_neutral_1010_s5,rune_neutral_2010_s5_nft,rune_neutral_offensive_1,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1012_s5,ecard_neutral_1011_s5,ecard_neutral_1001,ecard_neutral_1003,ecard_beast_2013_s5_nft,ecard_neutral_1001,ecard_neutral_1012_s5,ecard_neutral_1011_s5,ecard_neutral_1002,ecard_neutral_1014_s5,,ecard_neutral_1011_s5,ecard_neutral_1012_s5,ecard_neutral_1002,ecard_neutral_1002,ecard_neutral_1012_s5,Leafy
42,42,1ec9eb6f-a02c-6483-a60c-4178896e7c05,Zoser,43,Tiger,4,sm1;sm1,1260,2023-07-27 00:46:13,11490673,beast,Little Peas,Nyan,Dual Blade,Ronin,Confident,Rice,11650589,beast,Little Peas,Nyan,Dual Blade,Jaguar,Confident,Cottontail,11616939,beast,Little Peas,Belieber,Little Branch,Sandal,Confident,Tiny Dino,rune_beast_2010_s5_nft,rune_beast_2011_s5_nft,rune_beast_2010_s5_nft,ecard_neutral_2010_s5_nft,ecard_neutral_2020_s5_nft,ecard_neutral_1002,ecard_neutral_2019_s5_nft,ecard_neutral_1010_s5,ecard_beast_2013_s5_nft,ecard_beast_2011_s5_nft,ecard_neutral_2017_s5_nondec,ecard_beast_2011_s5_nft,ecard_neutral_2018_s5_nft,ecard_beast_2011_s5_nft,ecard_neutral_2017_s5_nondec,ecard_beast_2011_s5_nft,ecard_neutral_2017_s5_nft,ecard_beast_2012_s5_nft,ecard_beast_buba_1,ecard_bug_2012_s5_nft,ecard_reptile_2011_s5_nondec,Beast Aggro
43,43,1ec9eb6f-476c-600f-a60c-b412adec7370,Sensi | Axie.gg | PZL,44,Tiger,4,s4_top20k;rainbow,1260,2023-07-27 03:25:55,11782553,reptile,Gecko,Leafy,Bamboo Shoot,Tri Spikes,Kotaro,Snake Jar,11794051,reptile,Robin,Leafy,Scaly Spear,Tri Spikes,Kotaro,Cottontail,11802309,plant,Blossom,Leafy,Bamboo Shoot,Tri Spikes,Tiny Turtle,Shrimp,rune_reptile_2010_s5_nft,rune_reptile_2010_s5_nft,rune_neutral_2010_s5_nft,ecard_neutral_2020_s5_nft,ecard_neutral_2010_s5_nft,ecard_neutral_2012_s5_nft,ecard_plant_2013_s5_nft,ecard_reptile_2013_s5_nft,ecard_neutral_2010_s5_nft,ecard_neutral_1001,ecard_neutral_2012_s5_nft,ecard_plant_2011_s5_nft,ecard_neutral_2011_s5_nft,ecard_reptile_2013_s5_nft,ecard_neutral_2017_s5_nft,ecard_plant_2011_s5_nft,ecard_neutral_1010_s5,ecard_neutral_2012_s5_nft,ecard_plant_2011_s5_nondec,ecard_reptile_2013_s5_nft,ecard_aquatic_2011_s5_nft,Leafy
44,44,1ec9eb6f-631c-62a5-a60c-10ee8490b86d,Nitratus,45,Tiger,4,buba_joker;silver_s4,1260,2023-07-27 01:16:59,11498636,reptile,Gecko,Friezard,Scaly Spoon,Green Thorns,Tiny Turtle,Yam,7,aquatic,Sleepless,Nut Cracker,Trump,Snail Shell,Lam,Fire Ant,11708393,reptile,Gecko,Small Frill,Incisor,Green Thorns,Tiny Turtle,Gila,rune_reptile_venoki_1,rune_reptile_2011_s5_nft,rune_reptile_2011_s5_nft,ecard_neutral_1001,ecard_reptile_2011_s5_nft,ecard_reptile_2011_s5_nft,ecard_reptile_2012_s5_nft,ecard_reptile_2011_s5_nft,ecard_plant_2011_s5_nft,ecard_neutral_1010_s5,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_2010_s5_nft,ecard_neutral_1001,ecard_reptile_venoki_1,ecard_neutral_1001,ecard_reptile_venoki_1,ecard_reptile_2011_s5_nft,Poison
